variant,n_folds,acc_dec_mean,acc_dec_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,acc_bub_mean,acc_bub_std
emb256_g8_e8_mean,3,0.5457066666666667,0.03947146986537661,0.5488466666666667,0.03901738245107343,0.9939733333333334,0.008844214681549346,0.7035,0.03660607053481708,0.5305466666666666,0.032094612216590726
emb32_g128_e128_mean,3,0.6011066666666667,0.03165909242750543,0.6046733333333334,0.02975181563087089,0.9953,0.008140638795573724,0.7516066666666666,0.02562336693983315,0.58486,0.031563542260018854
emb32_g128_e16_mean,3,0.6061933333333334,0.03385369896087187,0.6109666666666667,0.03129986794434334,0.9963533333333333,0.004633112704579208,0.75662,0.0249593028748802,0.59184,0.03829285050763396
emb32_g128_e256_mean,3,0.6161266666666667,0.021572596814786398,0.61962,0.020703893353666576,0.9955866666666666,0.007644117564070662,0.76334,0.017087621250484217,0.59866,0.021596082978169895
emb32_g128_e32_mean,3,0.6001466666666666,0.04009535800230911,0.6040866666666667,0.039364107170534575,0.9952,0.008313843876330593,0.75122,0.03226267812814054,0.5836466666666666,0.047887874596116015
emb32_g128_e64_mean,3,0.59244,0.02021060117858944,0.59602,0.019193290494336834,0.9953133333333334,0.008117544784806117,0.74506,0.01674814616606866,0.5771133333333334,0.03238345462320742
emb32_g128_e8_mean,3,0.5726,0.0684005877167733,0.5764933333333333,0.06652701205775996,0.9952333333333333,0.006593461407586519,0.7284,0.05551717932316086,0.5607266666666667,0.07093691375675526
emb32_g16_e128_mean,3,0.61698,0.03223905085451492,0.62222,0.03191699860575862,0.9982533333333333,0.003025315410553652,0.76608,0.024260024732056608,0.5975466666666667,0.039770674288140156
emb32_g16_e16_mean,3,0.60566,0.034151093686732734,0.6099733333333334,0.03485865363626849,0.99492,0.008798818102449915,0.7555266666666667,0.026938391439232885,0.5863733333333334,0.03298169391243164
emb32_g16_e256_mean,3,0.60912,0.03948219345477146,0.6139666666666667,0.03752936095023912,0.9982333333333333,0.003059956426705,0.7598266666666667,0.029118305811522274,0.5871066666666667,0.049700065727656034
emb32_g16_e32_mean,3,0.6079933333333334,0.032235299491913075,0.6121266666666667,0.03321159636833698,0.9949466666666666,0.007020693223132095,0.7572266666666667,0.02545330103018732,0.5914133333333333,0.03454968210176953
emb32_g16_e64_mean,3,0.61534,0.034768336169566656,0.61996,0.03476595461079702,0.9961133333333333,0.006731904138751039,0.7636466666666667,0.027060889367005923,0.59878,0.038388998424027675
emb32_g16_e8_mean,3,0.5976933333333333,0.02043931831870457,0.6020133333333334,0.02011608643184188,0.9949866666666667,0.007900008438814062,0.7496,0.016793248643428092,0.5812200000000001,0.02511524636550474
emb32_g256_e128_mean,3,0.5948133333333333,0.03100961356310869,0.5994066666666666,0.02885754205287303,0.9963266666666667,0.006362399966469693,0.7479066666666666,0.024355946570259454,0.5845,0.04275206661671452
emb32_g256_e16_mean,3,0.5943533333333333,0.04906106535057442,0.5978733333333334,0.048395827643850975,0.99408,0.009384263423412604,0.7458733333333334,0.040188358181609415,0.5818,0.05489662649015868
emb32_g256_e256_mean,3,0.6065933333333333,0.027495376581042428,0.6104,0.02534307795039902,0.9964066666666667,0.006223835901864172,0.75676,0.021233624278488124,0.5939800000000001,0.03136481468142286
emb32_g256_e32_mean,3,0.60698,0.03415053147463451,0.6111733333333333,0.033599740078359704,0.9953533333333333,0.008048262752503355,0.7567533333333334,0.027211441221172646,0.5941733333333333,0.036923349432755014
emb32_g256_e64_mean,3,0.60424,0.04836662899148548,0.6077866666666667,0.04688783353209371,0.9948,0.008155979401641441,0.7537,0.037782255094157655,0.5874733333333333,0.05124067264715923
emb32_g256_e8_mean,3,0.5946333333333333,0.039851250084951315,0.5991466666666667,0.038241497529952116,0.9960866666666667,0.005966048385098258,0.74754,0.031353774892347454,0.58136,0.039636654752892526
emb32_g32_e128_mean,3,0.6250666666666667,0.034982248831848015,0.6292333333333333,0.035363214408949496,0.99554,0.007724946601757226,0.7706666666666667,0.027356420331127652,0.60954,0.03397424318509538
emb32_g32_e16_mean,3,0.6022733333333333,0.03213759377012122,0.6068133333333333,0.030999460210354195,0.9965066666666667,0.006050630821107304,0.7536133333333334,0.025333900870835795,0.59038,0.03710379495415522
emb32_g32_e256_mean,3,0.61778,0.0321039125341445,0.62196,0.03189088898102401,0.99654,0.0059928957941882835,0.7655133333333334,0.024758847576842793,0.5998133333333334,0.03281583357669481
emb32_g32_e32_mean,3,0.6119800000000001,0.029296272800477547,0.6162666666666666,0.028778925159451876,0.99536,0.008036715747119616,0.7609066666666666,0.0233583075870949,0.5981066666666667,0.026778396765552135
emb32_g32_e64_mean,3,0.61996,0.02071527938503361,0.6238066666666666,0.021536818087482958,0.99528,0.007359565204548436,0.7665066666666667,0.016185330807040474,0.6045533333333334,0.02442163248706625
emb32_g32_e8_mean,3,0.60012,0.018802010530791693,0.6036266666666666,0.019515802144245465,0.9945466666666667,0.008660931435667487,0.7509266666666666,0.016327771842273332,0.5798733333333334,0.02562024459940486
emb32_g64_e128_mean,3,0.6203666666666666,0.026712224417545866,0.6250466666666666,0.026766713158946714,0.9972133333333333,0.004826648250425291,0.7681133333333333,0.020498022668865735,0.6047933333333333,0.024849163634483435
emb32_g64_e16_mean,3,0.6061066666666667,0.03516431334937929,0.6103333333333334,0.03485076947978818,0.99578,0.007309254407940665,0.7561866666666667,0.02798000953061549,0.59148,0.03637910938986824
emb32_g64_e256_mean,3,0.6159533333333334,0.029955796322804245,0.6186,0.03099727084760856,0.9927133333333333,0.012620876884485214,0.7619,0.02502901516240704,0.5988333333333333,0.02925154582809823
emb32_g64_e32_mean,3,0.6024666666666667,0.027877893272866463,0.60564,0.027978541777583753,0.99386,0.009731248635195831,0.7520933333333334,0.023282691711512548,0.5889666666666666,0.036136332593849796
emb32_g64_e64_mean,3,0.6069333333333333,0.035837200411490515,0.6099333333333333,0.03523766356234947,0.9947266666666666,0.009133681258579912,0.75574,0.02872386464248849,0.5896533333333334,0.037476992052902676
emb32_g64_e8_mean,3,0.5978733333333334,0.03947781317820593,0.60246,0.03811863061548771,0.99576,0.0058080289255478005,0.7499266666666666,0.030925370383122867,0.58518,0.04454538808900421
emb32_g8_e128_mean,3,0.60758,0.03887105349742914,0.61248,0.03639787356426198,0.9970866666666667,0.005046041352717312,0.75826,0.028797749912102523,0.5907933333333333,0.03894823402072722
emb32_g8_e16_mean,3,0.5966,0.039160245147343016,0.6012533333333333,0.03747832084463409,0.9961066666666667,0.0060140613010954405,0.7493266666666667,0.030515139411992406,0.5812466666666667,0.044408221461046296
emb32_g8_e256_mean,3,0.6216200000000001,0.031083783553486552,0.6263533333333333,0.03043519234920871,0.9993866666666666,0.001062324495308884,0.7695466666666666,0.023071214387919262,0.6074466666666667,0.03092128285393949
emb32_g8_e32_mean,3,0.6154266666666667,0.038881318564746956,0.6196200000000001,0.038779190295827506,0.9964000000000001,0.0054252741866194975,0.7632933333333334,0.030116217115257568,0.5970333333333333,0.039941078269537654
emb32_g8_e64_mean,3,0.6101066666666667,0.03168059553312303,0.61452,0.03256948878935623,0.9955466666666667,0.007713399596373358,0.7593533333333333,0.025131258092927503,0.5916866666666667,0.03454135106409896
emb32_g8_e8_mean,3,0.60432,0.028203751523511903,0.6083866666666666,0.029428430697768026,0.9950533333333333,0.00583182075627615,0.75438,0.021940674556631064,0.58862,0.030272885557871783
emb64_g128_e128_mean,3,0.5943533333333334,0.029954594527940647,0.5977666666666667,0.027685160886896282,0.9952333333333333,0.008256108849411636,0.7466066666666666,0.02409256593502101,0.5825533333333334,0.03326581628839624
emb64_g128_e16_mean,3,0.5997466666666667,0.027119264985123258,0.6035066666666666,0.026601852065849356,0.9946,0.009353074360871932,0.7509133333333333,0.022760196249886216,0.5847866666666667,0.03390447954671082
emb64_g128_e256_mean,3,0.61028,0.0237143585196817,0.6140066666666667,0.023561055437593074,0.9948866666666667,0.008856553129368871,0.7590266666666666,0.019083629983138267,0.5916266666666666,0.025995232896308722
emb64_g128_e32_mean,3,0.5946533333333334,0.03261972613823316,0.59916,0.031546923780299066,0.9958066666666666,0.007263066386405513,0.74776,0.025785817807469247,0.5794866666666667,0.03711843926316582
emb64_g128_e64_mean,3,0.5966666666666667,0.021771222596201015,0.5996533333333334,0.02226696506786081,0.99358,0.011119766184592223,0.7476333333333334,0.019762493095086285,0.5865466666666667,0.03348319180325157
emb64_g128_e8_mean,3,0.6024866666666667,0.020172618405485506,0.6068066666666666,0.019717954593043742,0.9952666666666666,0.006518353575354247,0.7531266666666666,0.01589923687896159,0.5892266666666667,0.030460002188662613
emb64_g16_e128_mean,3,0.61144,0.033976768533808495,0.6152933333333334,0.032690410418551356,0.9967266666666666,0.004829506531037409,0.7604866666666666,0.025458360774671545,0.5894866666666667,0.042792533616664144
emb64_g16_e16_mean,3,0.6073533333333333,0.02024097164993158,0.6102733333333333,0.02191795915073603,0.9936,0.007541432224717024,0.7556333333333333,0.016007677324750582,0.5887466666666666,0.02287014939464395
emb64_g16_e256_mean,3,0.6212666666666666,0.0349884914412344,0.6244266666666667,0.03496174099402562,0.9955333333333334,0.0077364936071409665,0.76698,0.027034466889509796,0.59824,0.042090645041386515
emb64_g16_e32_mean,3,0.6025733333333333,0.03322767721844749,0.6065466666666667,0.03303734452605614,0.99532,0.008105997779422376,0.7532733333333334,0.026707784133719055,0.58068,0.037151715976519825
emb64_g16_e64_mean,3,0.6006933333333333,0.03431090982957654,0.6047133333333333,0.034134875616198344,0.9957666666666667,0.0064526686985566855,0.75176,0.027004621826642903,0.5833066666666666,0.04158211314175041
emb64_g16_e8_mean,3,0.6015133333333333,0.038028254408180924,0.60582,0.038673096591816884,0.99494,0.004717923271949193,0.7520600000000001,0.030398243370300216,0.5830133333333333,0.04184145950290611
emb64_g256_e128_mean,3,0.59748,0.03070465111347134,0.6007666666666667,0.030870635453993073,0.9940266666666666,0.010346116823878121,0.74842,0.025852280363635204,0.5825733333333334,0.034649076947782236
emb64_g256_e16_mean,3,0.5936933333333333,0.04983906232397765,0.59722,0.04949190236796314,0.9943933333333334,0.009711031527769538,0.7454933333333333,0.04108627183541157,0.57878,0.052228559237260226
emb64_g256_e256_mean,3,0.5991466666666667,0.013735229642540876,0.6019533333333333,0.012425688445045333,0.9942133333333334,0.010022800673131863,0.74976,0.012161233490070053,0.58182,0.017089400223530345
emb64_g256_e32_mean,3,0.5934733333333333,0.040660965720618794,0.59684,0.04022226746467683,0.99442,0.009664843506234323,0.7453866666666666,0.03394136905508281,0.57958,0.044892088389826536
emb64_g256_e64_mean,3,0.6073066666666667,0.040573648262552525,0.6111066666666667,0.03944978749414674,0.99486,0.008068928057679047,0.7564,0.03175100628326605,0.5956133333333333,0.04300121083566522
emb64_g256_e8_mean,3,0.5860333333333333,0.03887420910235128,0.5891266666666667,0.03711116992676643,0.9943066666666667,0.00803157103768207,0.73926,0.03030310875141361,0.5716866666666667,0.041588990530347494
emb64_g32_e128_mean,3,0.6198400000000001,0.03203717840259972,0.62334,0.032378554631113485,0.99548,0.007828869650211335,0.76624,0.025508892567102964,0.6001733333333333,0.035891516174903125
emb64_g32_e16_mean,3,0.6011599999999999,0.035676412375685994,0.6040933333333333,0.03631315096949499,0.99498,0.00782817986507722,0.75118,0.02867578072171705,0.5817866666666667,0.04119883655315198
emb64_g32_e256_mean,3,0.61676,0.034719602532287126,0.6206400000000001,0.03315141625933953,0.9959666666666667,0.006985938257194471,0.7642933333333333,0.026603806745150834,0.5970933333333334,0.038718374621532485
emb64_g32_e32_mean,3,0.5998933333333333,0.027424546182814653,0.6041666666666666,0.028431646686981286,0.9965933333333333,0.005900519751117979,0.7517266666666667,0.02217589983142364,0.5851333333333334,0.03319574872379494
emb64_g32_e64_mean,3,0.6207,0.02879219338640249,0.62466,0.030092397711049865,0.99518,0.008348484892482005,0.7667,0.023286322165597565,0.60226,0.033637841785703206
emb64_g32_e8_mean,3,0.59956,0.00665336005338654,0.6034933333333333,0.00887523145238103,0.9948466666666667,0.007176805231670517,0.7508666666666666,0.005405824019826494,0.5875,0.011349696031171981
emb64_g64_e128_mean,3,0.6085666666666667,0.014014925377373007,0.6126,0.01277057555476649,0.9959866666666667,0.006951297241043123,0.7583866666666667,0.010738572220427345,0.5917133333333333,0.018468354916812
emb64_g64_e16_mean,3,0.59634,0.014938125719112174,0.59972,0.01610450868545825,0.9945333333333334,0.008683992937199602,0.7478933333333333,0.013051074029877147,0.57882,0.016623693933659863
emb64_g64_e256_mean,3,0.6179533333333334,0.03789259734213709,0.62136,0.03816780318540748,0.9943,0.009872689603142602,0.76434,0.030351461249831187,0.6023866666666667,0.03743962784715323
emb64_g64_e32_mean,3,0.5968666666666667,0.03644904571224511,0.6012799999999999,0.0358506624764453,0.99522,0.008279202860179245,0.7491133333333333,0.0291646521209037,0.58324,0.04370788944801612
emb64_g64_e64_mean,3,0.5984266666666667,0.013850073405340984,0.6016533333333334,0.013924745359730416,0.9948866666666667,0.008856553129368871,0.7495733333333333,0.0127371791748932,0.5846266666666666,0.027323267252166827
emb64_g64_e8_mean,3,0.59716,0.043955372822898464,0.6011666666666666,0.04263636632422296,0.9963866666666666,0.004561461754014073,0.7490266666666667,0.03383048526600428,0.58116,0.04773578950850192
emb64_g8_e128_mean,3,0.6247133333333333,0.03457762474973277,0.6288133333333333,0.035422762926306785,0.9969333333333333,0.004522049682758191,0.7706466666666667,0.026918917759325582,0.60252,0.037674941274008625
emb64_g8_e16_mean,3,0.6010733333333333,0.02373800609430649,0.60506,0.024800217740979603,0.9954133333333334,0.007944339704049248,0.7517333333333334,0.019076229536607408,0.58144,0.03139836938441228
emb64_g8_e256_mean,3,0.6152666666666666,0.03362385066189373,0.6176466666666667,0.03325504072066871,0.9957199999999999,0.00654971755116206,0.7619533333333334,0.025629548051679253,0.5960666666666666,0.03523919598023391
emb64_g8_e32_mean,3,0.6088733333333334,0.03478253776442044,0.6128933333333334,0.0337137380504348,0.99524,0.006604453043212578,0.7577666666666667,0.02666590582247927,0.5888866666666667,0.040488686485650925
emb64_g8_e64_mean,3,0.61572,0.0403190674495331,0.6186266666666667,0.04029233839495211,0.9946733333333333,0.007576287569339848,0.7622333333333333,0.03133127085410572,0.5961133333333334,0.04450574045371372
emb64_g8_e8_mean,3,0.5815866666666667,0.015781309620349373,0.5853266666666667,0.014560306773324956,0.9942,0.00922700384740357,0.7354466666666667,0.013383487338258804,0.5636266666666667,0.022773092309419297
emb8_g128_e128_mean,3,0.60732,0.0234942801549654,0.6108,0.024023596733212138,0.9953,0.008140638795573724,0.75644,0.01987117510365203,0.5907533333333334,0.03298164540063658
emb8_g128_e16_mean,3,0.5999666666666666,0.037680771400454796,0.60368,0.037880506860389296,0.9943733333333333,0.008893713135318306,0.7505866666666666,0.030729597025235075,0.5849733333333333,0.04432365658802681
emb8_g128_e256_mean,3,0.60768,0.03852065939207171,0.61168,0.036801516273110256,0.9958533333333334,0.007182237348718948,0.7572933333333334,0.029954354163181904,0.5945,0.039752695506091146
emb8_g128_e32_mean,3,0.6104,0.029412922330159613,0.6153666666666667,0.029945285661241088,0.99656,0.005958254778036936,0.7603933333333333,0.023131003725159322,0.5934466666666667,0.032817984906653434
emb8_g128_e64_mean,3,0.61236,0.039871814606310584,0.6164333333333334,0.03911455142697325,0.9952733333333333,0.008186826817108877,0.76078,0.03121042774458567,0.5985333333333334,0.044306885845580825
emb8_g128_e8_mean,3,0.5977600000000001,0.0038312922102079006,0.6027266666666666,0.008700191568772097,0.9965866666666666,0.0044303649210119455,0.7508333333333334,0.005654779689195083,0.5899133333333333,0.014826818044790736
emb8_g16_e128_mean,3,0.62608,0.03847249926895831,0.6300600000000001,0.03852735651455987,0.9969333333333333,0.0044736264186153556,0.7716266666666667,0.0289458552012777,0.6062733333333333,0.041094254261798344
emb8_g16_e16_mean,3,0.59462,0.034291474159038465,0.5983733333333333,0.03440475160981888,0.9943333333333333,0.008962886439832509,0.74638,0.02810642631143276,0.5788666666666666,0.042275403408286186
emb8_g16_e256_mean,3,0.6294266666666667,0.032921678774529874,0.6331133333333334,0.03342900736386487,0.9977866666666667,0.003833605787419103,0.7742733333333334,0.025209001037989034,0.6113133333333334,0.03498418690399034
emb8_g16_e32_mean,3,0.60876,0.03369916319435842,0.6132466666666666,0.033468590250163424,0.9976066666666666,0.004145374932781492,0.7589,0.026224965204934027,0.5879333333333333,0.03781489829859834
emb8_g16_e64_mean,3,0.6219,0.037259731614707026,0.6258866666666667,0.03779435054784427,0.9951866666666667,0.007471019564512808,0.7679466666666667,0.02872337259677793,0.6030533333333333,0.03929503955123762
emb8_g16_e8_mean,3,0.5999466666666666,0.035914795465564524,0.6037466666666667,0.036009611679846426,0.99498,0.00784481994694586,0.7508733333333334,0.028367490783171766,0.5812266666666667,0.0414015474751045
emb8_g256_e128_mean,3,0.6075533333333333,0.04274793250361158,0.6119,0.0415922540865484,0.9958866666666667,0.0071245023217999925,0.7572333333333333,0.033332688660432604,0.5914133333333333,0.04780460368346687
emb8_g256_e16_mean,3,0.58198,0.026884114268467176,0.5850666666666666,0.027089786513247636,0.9938733333333334,0.010611697947705294,0.73608,0.024094123764934885,0.5679933333333334,0.043593166131095935
emb8_g256_e256_mean,3,0.5996266666666666,0.0586940042366623,0.6033466666666667,0.05712808882969338,0.99582,0.006393527977572317,0.7503066666666667,0.04566625157962207,0.5828666666666666,0.06856051438935772
emb8_g256_e32_mean,3,0.5927266666666666,0.03185928017600732,0.5963466666666667,0.02985459651935247,0.9944466666666667,0.007760008591060526,0.7448533333333334,0.025761462173823357,0.58318,0.039271979832954655
emb8_g256_e64_mean,3,0.60968,0.04254456016930954,0.6134733333333333,0.042079383709048464,0.9944,0.008830877646077998,0.7581,0.03313210527569897,0.5940733333333333,0.04694598740396594
emb8_g256_e8_mean,3,0.5790333333333333,0.04679532170349226,0.5821733333333333,0.04712574809308953,0.9936266666666667,0.01103893714690566,0.73346,0.04010470795305711,0.5640666666666666,0.05335444248919982
emb8_g32_e128_mean,3,0.6229466666666666,0.029988039838131045,0.6267533333333333,0.0300306132693512,0.9971933333333334,0.004861289266576639,0.7693866666666667,0.023060870177279376,0.60404,0.033249499244349466
emb8_g32_e16_mean,3,0.6021066666666667,0.030603400682494987,0.60588,0.029517703162678495,0.9958933333333333,0.007112955316416188,0.7528266666666666,0.024211735446541913,0.5850866666666666,0.039121336037171994
emb8_g32_e256_mean,3,0.6235733333333333,0.033975334190164075,0.6269266666666667,0.034418915342197126,0.99604,0.006858921197972755,0.7691133333333333,0.026771659144201997,0.6056866666666667,0.03721645514195745
emb8_g32_e32_mean,3,0.6151866666666667,0.02941545398822418,0.6187066666666666,0.030354744824052354,0.9949133333333333,0.008810365107833654,0.7625533333333333,0.023963007601996347,0.5969800000000001,0.033227693269319784
emb8_g32_e64_mean,3,0.6214533333333333,0.03066261784866603,0.6247866666666667,0.030780567462821987,0.99434,0.009803407570839843,0.76706,0.025001727940284445,0.6044266666666667,0.03280939093206898
emb8_g32_e8_mean,3,0.59938,0.028846427855108877,0.6038066666666667,0.02875289434706241,0.99584,0.005525323519939786,0.7514266666666667,0.02258783153233915,0.5806,0.03454589990143547
emb8_g64_e128_mean,3,0.6201333333333333,0.031778466503803095,0.62392,0.03142289611095701,0.9955666666666667,0.00767875858022201,0.7665,0.024705780700070925,0.6045666666666667,0.03095390336182711
emb8_g64_e16_mean,3,0.5987533333333334,0.021828974628537515,0.6025933333333333,0.02191885337633639,0.99476,0.009075946231660892,0.7501533333333333,0.018161545455531374,0.58424,0.027351365596620592
emb8_g64_e256_mean,3,0.6197733333333333,0.03912403523837148,0.6234466666666667,0.03924305968363494,0.99484,0.008937382167055436,0.7659933333333333,0.03137107160001603,0.59842,0.04715248031652202
emb8_g64_e32_mean,3,0.6124133333333334,0.025989708219472794,0.6158266666666666,0.026605641005871903,0.99432,0.009838048586991254,0.7602733333333334,0.021854796574970317,0.5954133333333333,0.03341003641622278
emb8_g64_e64_mean,3,0.6181666666666666,0.025256003906662154,0.6207199999999999,0.02697100665529559,0.9939066666666667,0.010553962920786338,0.7635933333333333,0.021728196734504525,0.6005666666666667,0.0307513013274777
emb8_g64_e8_mean,3,0.5995066666666666,0.02868003719197959,0.6041533333333333,0.025851811026180217,0.9961,0.005910160742314907,0.75176,0.021388492232974284,0.58804,0.02996006008004659
emb8_g8_e128_mean,3,0.6225533333333333,0.03967163890404997,0.6264333333333334,0.040069730886709655,0.99582,0.006410023400893336,0.7683866666666667,0.03034132056014263,0.6019866666666667,0.042044630255638246
emb8_g8_e16_mean,3,0.59664,0.03164960663262654,0.60112,0.031565443130106716,0.9952866666666667,0.006415928096022705,0.7489399999999999,0.024297851756894046,0.5785866666666667,0.03486629509043557
emb8_g8_e256_mean,3,0.6275000000000001,0.029991405435557686,0.6320733333333333,0.030989090553504975,0.9986,0.0016918628786044955,0.77368,0.02344665434555644,0.60728,0.034105594848939345
emb8_g8_e32_mean,3,0.6169733333333334,0.03621657263371746,0.6207,0.03631546777889549,0.9942933333333334,0.00827358044218668,0.7635066666666667,0.028642851347820297,0.59552,0.042191909176997416
emb8_g8_e64_mean,3,0.6164133333333334,0.04370389608871651,0.6199800000000001,0.04307602117187705,0.99388,0.006449403073153376,0.7627666666666666,0.0328341062514778,0.5962666666666667,0.048708111576341466
emb8_g8_e8_mean,3,0.5798066666666667,0.041870736001810745,0.5832666666666667,0.04046026363400682,0.9940066666666667,0.007751705188752599,0.73426,0.033704005696652745,0.5632733333333333,0.051676138916654096
